date,ticker,Close,return_1d,log_return_1d,rsi,ema_dist,macd,macd_signal,macd_diff,bb_pct,zscore,target
2024-12-24,AUDUSD=X,101.27061114262894,-0.005496409097735078,-0.005511569933176032,57.96226729708093,0.0017695352138067761,0.5362805087539044,0.34256097696410237,0.19371953178980206,0.754810656933114,0.37197045780420473,1
2024-12-25,AUDUSD=X,101.727529552886,0.00451185595802861,0.00450170804842412,61.20765119777939,0.005139974643802567,0.5579774947131142,0.38564428051390476,0.17233321419920944,0.8445875318555464,0.6683944523672665,1
2024-12-26,AUDUSD=X,102.55180799470165,0.00810280604904623,0.008070154576559426,66.26707198033615,0.0108428888202662,0.6343722455130347,0.4353898735137308,0.1989823719993039,0.9817346589249138,1.2911504566376808,0
2024-12-27,AUDUSD=X,102.49051973170825,-0.0005976322035839976,-0.0005978108568922376,65.58216978178892,0.008361614872873624,0.6821072772056453,0.4847333542521137,0.19737392295353162,0.9080984409796243,1.0435882115818895,1
2024-12-30,AUDUSD=X,101.90826131779562,-0.0056810953387378404,-0.005697294141289743,59.31046965232456,0.0021532553193240617,0.6652852516133123,0.5208437337243534,0.14444151788895887,0.7492047362220221,0.1731356661627059,1
2024-12-31,AUDUSD=X,101.34049283979725,-0.005571368509838637,-0.005586946470692111,53.897808968433424,-0.0028082048023637673,0.5992319313047716,0.5365213732404371,0.06271055806433445,0.6008551861439975,-0.9328119871142062,1
2025-01-01,AUDUSD=X,101.82228069465842,0.004754149514772932,0.004742884236404013,57.44661909869368,0.001580657931077547,0.579085119698064,0.5450341225319626,0.03405099716610138,0.6946486539358748,-0.29472990839878016,1
2025-01-02,AUDUSD=X,102.37240399473163,0.005402779198424135,0.005388236543876023,61.12626744022022,0.0057134451929096814,0.6005857998445236,0.5561444579944749,0.04444134185004878,0.7958495816688586,0.9469496142201778,1
2025-01-03,AUDUSD=X,102.7821065328354,0.004002079878136389,0.003994092859161021,63.64742898742212,0.00795369130076757,0.6432696030006753,0.573569486995715,0.06970011600496029,0.8628509516595342,1.4944761092617034,1
2025-01-06,AUDUSD=X,102.32384552670968,-0.004458567951020953,-0.004468537007955599,59.03546060418802,0.002828852522411706,0.6328241878565564,0.5854204271678833,0.047403760688673025,0.7257639870379834,0.5079740035934177,1
2025-01-07,AUDUSD=X,102.5105997713263,0.0018251292614670511,0.0018234657368472725,60.29804272295761,0.0038088010670119027,0.6323265608856303,0.5948016539114328,0.037524906974197525,0.7474857556219737,0.7176879373499454,1
2025-01-08,AUDUSD=X,102.61483261723929,0.001016800663985018,0.0010162840723407065,61.02016436246689,0.003947921629836743,0.6330455524099108,0.6024504336111285,0.030595118798782295,0.7530390799069766,0.7724565767629942,1
2025-01-09,AUDUSD=X,102.79244044000326,0.0017308201771031317,0.0017293240339814266,62.27915368840088,0.0046470302242659755,0.6405628159339187,0.6100729100756865,0.03048990585823219,0.7896771196323841,1.0635556672698974,1
